
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.001101                       # Number of seconds simulated
sim_ticks                                  1101244041                       # Number of ticks simulated
final_tick                               398684967186                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
host_inst_rate                                 403186                       # Simulator instruction rate (inst/s)
host_op_rate                                   524900                       # Simulator op (including micro ops) rate (op/s)
host_tick_rate                                  37843                       # Simulator tick rate (ticks/s)
host_mem_usage                               67618484                       # Number of bytes of host memory used
host_seconds                                 29100.21                       # Real time elapsed on the host
sim_insts                                 11732808840                       # Number of instructions simulated
sim_ops                                   15274705665                       # Number of ops (including micro ops) simulated
system.physmem.bytes_read::switch_cpus00.inst         1664                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus00.data        75648                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus01.inst         2688                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus01.data        13056                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus02.inst         1792                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus02.data        50048                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus03.inst         1792                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus03.data        21632                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus04.inst         2816                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus04.data        14208                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus05.inst         3456                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus05.data        27392                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus06.inst         3456                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus06.data        21120                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus07.inst         2816                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus07.data        13696                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus08.inst         2816                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus08.data        15104                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus09.inst         1664                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus09.data        77952                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus10.inst         2816                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus10.data        14080                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus11.inst         1920                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus11.data        51584                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus12.inst         3328                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus12.data        27776                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus13.inst         1792                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus13.data        51072                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus14.inst         1664                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus14.data        75008                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus15.inst         3328                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus15.data        27648                       # Number of bytes read from this memory
system.physmem.bytes_read::total               616832                       # Number of bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus00.inst         1664                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus01.inst         2688                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus02.inst         1792                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus03.inst         1792                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus04.inst         2816                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus05.inst         3456                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus06.inst         3456                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus07.inst         2816                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus08.inst         2816                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus09.inst         1664                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus10.inst         2816                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus11.inst         1920                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus12.inst         3328                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus13.inst         1792                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus14.inst         1664                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus15.inst         3328                       # Number of instructions bytes read from this memory
