
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.012024                       # Number of seconds simulated
sim_ticks                                 12023727126                       # Number of ticks simulated
final_tick                               577322158953                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
host_inst_rate                                 410542                       # Simulator instruction rate (inst/s)
host_op_rate                                   517750                       # Simulator op (including micro ops) rate (op/s)
host_tick_rate                                 284090                       # Simulator tick rate (ticks/s)
host_mem_usage                               67610292                       # Number of bytes of host memory used
host_seconds                                 42323.59                       # Real time elapsed on the host
sim_insts                                 17375624846                       # Number of instructions simulated
sim_ops                                   21913023603                       # Number of ops (including micro ops) simulated
system.physmem.bytes_read::switch_cpus00.inst         3712                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus00.data       267136                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus01.inst         4736                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus01.data       425600                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus02.inst         4480                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus02.data       276096                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus03.inst         4736                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus03.data       480896                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus04.inst         4224                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus04.data       265984                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus05.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus05.data       279168                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus06.inst         4224                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus06.data       270720                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus07.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus07.data       173184                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus08.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus08.data       422912                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus09.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus09.data       487680                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus10.inst         4864                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus10.data       162816                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus11.inst         4480                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus11.data       484352                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus12.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus12.data       273792                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus13.inst         4352                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus13.data       268672                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus14.inst         4480                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus14.data       483328                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus15.inst         4480                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus15.data       171648                       # Number of bytes read from this memory
system.physmem.bytes_read::total              5265792                       # Number of bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus00.inst         3712                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus01.inst         4736                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus02.inst         4480                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus03.inst         4736                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus04.inst         4224                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus05.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus06.inst         4224                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus07.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus08.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus09.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus10.inst         4864                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus11.inst         4480                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus12.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus13.inst         4352                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus14.inst         4480                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus15.inst         4480                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::total           71808                       # Number of instructions bytes read from this memory
system.physmem.bytes_written::writebacks      1606400                       # Number of bytes written to this memory
system.physmem.bytes_written::total           1606400                       # Number of bytes written to this memory
system.physmem.num_reads::switch_cpus00.inst           29                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus00.data         2087                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus01.inst           37                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus01.data         3325                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus02.inst           35                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus02.data         2157                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus03.inst           37                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus03.data         3757                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus04.inst           33                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus04.data         2078                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus05.inst           36                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus05.data         2181                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus06.inst           33                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus06.data         2115                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus07.inst           36                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus07.data         1353                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus08.inst           36                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus08.data         3304                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus09.inst           36                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus09.data         3810                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus10.inst           38                       # Number of read requests responded to by this memory
