
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.009431                       # Number of seconds simulated
sim_ticks                                  9430559667                       # Number of ticks simulated
final_tick                               522039762555                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
host_inst_rate                                 406990                       # Simulator instruction rate (inst/s)
host_op_rate                                   510329                       # Simulator op (including micro ops) rate (op/s)
host_tick_rate                                 242456                       # Simulator tick rate (ticks/s)
host_mem_usage                               67607032                       # Number of bytes of host memory used
host_seconds                                 38895.99                       # Real time elapsed on the host
sim_insts                                 15830263203                       # Number of instructions simulated
sim_ops                                   19849731425                       # Number of ops (including micro ops) simulated
system.physmem.bytes_read::switch_cpus00.inst         4352                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus00.data       409984                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus01.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus01.data       405248                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus02.inst         4352                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus02.data       221056                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus03.inst         4736                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus03.data       128640                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus04.inst         4736                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus04.data       131072                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus05.inst         4992                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus05.data       127232                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus06.inst         4480                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus06.data       128384                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus07.inst         4864                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus07.data       126976                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus08.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus08.data       409088                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus09.inst         4736                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus09.data       127744                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus10.inst         4736                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus10.data       325376                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus11.inst         4480                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus11.data       405120                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus12.inst         4864                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus12.data       126720                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus13.inst         4480                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus13.data       217856                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus14.inst         4608                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus14.data       326016                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus15.inst         5120                       # Number of bytes read from this memory
system.physmem.bytes_read::switch_cpus15.data       162560                       # Number of bytes read from this memory
system.physmem.bytes_read::total              3853824                       # Number of bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus00.inst         4352                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus01.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus02.inst         4352                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus03.inst         4736                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus04.inst         4736                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus05.inst         4992                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus06.inst         4480                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus07.inst         4864                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus08.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus09.inst         4736                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus10.inst         4736                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus11.inst         4480                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus12.inst         4864                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus13.inst         4480                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus14.inst         4608                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::switch_cpus15.inst         5120                       # Number of instructions bytes read from this memory
system.physmem.bytes_inst_read::total           74752                       # Number of instructions bytes read from this memory
system.physmem.bytes_written::writebacks      1249792                       # Number of bytes written to this memory
system.physmem.bytes_written::total           1249792                       # Number of bytes written to this memory
system.physmem.num_reads::switch_cpus00.inst           34                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus00.data         3203                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus01.inst           36                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus01.data         3166                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus02.inst           34                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus02.data         1727                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus03.inst           37                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus03.data         1005                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus04.inst           37                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus04.data         1024                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus05.inst           39                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus05.data          994                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus06.inst           35                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus06.data         1003                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus07.inst           38                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus07.data          992                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus08.inst           36                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus08.data         3196                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus09.inst           37                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus09.data          998                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus10.inst           37                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus10.data         2542                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus11.inst           35                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus11.data         3165                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus12.inst           38                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus12.data          990                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus13.inst           35                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus13.data         1702                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus14.inst           36                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus14.data         2547                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus15.inst           40                       # Number of read requests responded to by this memory
system.physmem.num_reads::switch_cpus15.data         1270                       # Number of read requests responded to by this memory
system.physmem.num_reads::total                 30108                       # Number of read requests responded to by this memory
system.physmem.num_writes::writebacks            9764                       # Number of write requests responded to by this memory
system.physmem.num_writes::functional               0                       # Number of write requests responded to by this memory
system.physmem.num_writes::interrupt                0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus00.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus00.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus00.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus00.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus01.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus01.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus01.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus01.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus02.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus02.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus02.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus02.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus03.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus03.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus03.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus03.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus04.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus04.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus04.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus04.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus05.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus05.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus05.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus05.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus06.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus06.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus06.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus06.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus07.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus07.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus07.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus07.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus08.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus08.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus08.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus08.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus09.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus09.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus09.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus09.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus10.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus10.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus10.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus10.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus11.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus11.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus11.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus11.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus12.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus12.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus12.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus12.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus13.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus13.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus13.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus13.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus14.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus14.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus14.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus14.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus15.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus15.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus15.inst            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::switch_cpus15.data            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu00.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu00.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu00.inst               0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu00.data               0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu01.dtb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu01.itb.walker            0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu01.inst               0                       # Number of write requests responded to by this memory
system.physmem.num_writes::cpu01.data               0                       # Number of write requests responded to by this memory
